,customer_id,gender,senior_citizen,partner,dependents,tenure,phone_service,multiple_lines,internet_service_type_id,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,contract_type_id,paperless_billing,payment_type_id,monthly_charges,total_charges,churn,contract_type_id,contract_type,internet_service_type_id,internet_service_type,payment_type_id,payment_type
3762,1853-UDXBW,Male,0,Yes,Yes,1,Yes,No,2,No,No,No,No,No,No,1,Yes,1,70.0,70,Yes,1,Month-to-month,2,Fiber optic,1,Electronic check
3763,1866-OBPNR,Male,0,Yes,Yes,1,Yes,No,2,No,Yes,No,No,No,No,1,No,4,74.6,74.6,No,1,Month-to-month,2,Fiber optic,4,Credit card (automatic)
3764,1866-RZZQS,Male,1,No,No,41,Yes,Yes,2,No,No,Yes,No,Yes,Yes,1,Yes,1,98.4,4187.75,Yes,1,Month-to-month,2,Fiber optic,1,Electronic check
3765,1867-BDVFH,Male,0,Yes,Yes,11,Yes,Yes,2,No,No,No,No,No,No,1,Yes,1,74.35,834.2,Yes,1,Month-to-month,2,Fiber optic,1,Electronic check
3766,1867-TJHTS,Female,0,No,No,58,Yes,Yes,2,Yes,No,No,No,No,No,1,Yes,3,79.8,4526.85,No,1,Month-to-month,2,Fiber optic,3,Bank transfer (automatic)
3767,1871-MOWRM,Male,0,Yes,No,12,Yes,No,2,Yes,No,No,Yes,No,No,1,No,3,80.85,866.45,Yes,1,Month-to-month,2,Fiber optic,3,Bank transfer (automatic)
3768,1875-QIVME,Female,0,Yes,No,2,Yes,Yes,2,No,No,Yes,Yes,Yes,Yes,1,Yes,1,104.4,242.8,Yes,1,Month-to-month,2,Fiber optic,1,Electronic check
3769,1891-FZYSA,Male,1,Yes,No,69,Yes,Yes,2,No,Yes,No,No,Yes,No,1,Yes,1,89.95,6143.15,Yes,1,Month-to-month,2,Fiber optic,1,Electronic check
3770,1891-UAWWU,Female,1,Yes,No,20,Yes,Yes,2,No,No,Yes,No,Yes,No,1,No,1,90.8,1951,Yes,1,Month-to-month,2,Fiber optic,1,Electronic check
3771,1894-IGFSG,Female,0,No,No,22,Yes,No,2,No,No,No,No,Yes,Yes,1,No,1,89.25,1907.85,Yes,1,Month-to-month,2,Fiber optic,1,Electronic check
3772,1902-XBTFB,Male,0,No,Yes,22,Yes,No,2,No,Yes,Yes,No,Yes,No,1,Yes,1,89.4,2001.5,Yes,1,Month-to-month,2,Fiber optic,1,Electronic check
3773,1907-UBQFC,Male,1,No,No,10,Yes,No,2,No,Yes,No,No,No,No,1,Yes,1,72.85,688.65,Yes,1,Month-to-month,2,Fiber optic,1,Electronic check
3774,1910-FMXJM,Female,0,Yes,No,36,Yes,No,2,No,No,No,No,No,Yes,1,No,1,80.4,2937.65,No,1,Month-to-month,2,Fiber optic,1,Electronic check
3775,1915-IOFGU,Female,0,No,No,1,Yes,No,2,No,No,No,No,No,No,1,No,1,70.5,70.5,Yes,1,Month-to-month,2,Fiber optic,1,Electronic check
3776,1918-ZBFQJ,Female,0,No,No,13,Yes,No,2,No,Yes,Yes,No,No,No,1,Yes,1,79.25,1111.65,Yes,1,Month-to-month,2,Fiber optic,1,Electronic check
3777,1925-TIBLE,Female,0,Yes,No,7,Yes,Yes,2,No,No,No,No,Yes,No,1,Yes,1,86.5,582.5,Yes,1,Month-to-month,2,Fiber optic,1,Electronic check
3778,1930-WNXSB,Male,0,Yes,Yes,58,Yes,No,2,No,Yes,No,No,Yes,Yes,1,Yes,1,92.85,5305.05,No,1,Month-to-month,2,Fiber optic,1,Electronic check
3779,1932-UEDCX,Male,1,Yes,No,33,Yes,Yes,2,No,Yes,No,No,Yes,Yes,1,Yes,3,100.6,3270.25,No,1,Month-to-month,2,Fiber optic,3,Bank transfer (automatic)
3780,1935-IMVBB,Male,0,Yes,No,56,Yes,No,2,No,No,No,No,Yes,Yes,1,No,2,89.7,4952.95,No,1,Month-to-month,2,Fiber optic,2,Mailed check
3781,1941-HOSAM,Male,0,Yes,Yes,1,Yes,No,2,No,No,No,No,Yes,Yes,1,Yes,1,90.1,90.1,No,1,Month-to-month,2,Fiber optic,1,Electronic check
3782,1960-UYCNN,Male,0,No,No,10,Yes,Yes,2,No,Yes,Yes,No,No,Yes,1,Yes,1,95.25,1021.55,No,1,Month-to-month,2,Fiber optic,1,Electronic check
3783,1965-AKTSX,Female,1,No,No,14,Yes,Yes,2,No,Yes,No,No,No,No,1,Yes,1,78.95,1101.85,Yes,1,Month-to-month,2,Fiber optic,1,Electronic check
3784,1965-DDBWU,Male,0,No,No,16,Yes,Yes,2,No,No,No,Yes,No,Yes,1,Yes,4,89.05,1448.6,Yes,1,Month-to-month,2,Fiber optic,4,Credit card (automatic)
3785,1977-STDKI,Female,1,No,No,1,Yes,No,2,No,Yes,No,No,No,No,1,Yes,1,73.0,73,Yes,1,Month-to-month,2,Fiber optic,1,Electronic check
3786,1980-KXVPM,Female,1,No,No,3,Yes,Yes,2,No,No,No,No,No,No,1,Yes,4,75.05,256.25,Yes,1,Month-to-month,2,Fiber optic,4,Credit card (automatic)
3787,1981-INRFU,Female,0,No,No,2,Yes,No,2,No,No,No,No,Yes,No,1,Yes,1,79.75,164.5,Yes,1,Month-to-month,2,Fiber optic,1,Electronic check
3788,1989-PRJHP,Male,1,Yes,No,27,Yes,Yes,2,No,No,No,No,No,No,1,Yes,1,75.5,1893.95,Yes,1,Month-to-month,2,Fiber optic,1,Electronic check
3789,1996-DBMUS,Female,1,Yes,No,48,Yes,No,2,No,No,No,No,No,No,1,Yes,3,70.65,3545.05,No,1,Month-to-month,2,Fiber optic,3,Bank transfer (automatic)
3790,2003-CKLOR,Male,0,No,No,66,Yes,No,2,No,Yes,Yes,No,Yes,Yes,1,No,1,99.5,6710.5,Yes,1,Month-to-month,2,Fiber optic,1,Electronic check
3791,2004-OCQXK,Female,0,No,No,1,Yes,No,2,No,No,No,No,No,Yes,1,Yes,1,81.95,81.95,Yes,1,Month-to-month,2,Fiber optic,1,Electronic check
3792,2012-NWRPA,Female,1,Yes,No,11,Yes,Yes,2,No,No,Yes,No,Yes,Yes,1,Yes,1,99.55,1131.2,Yes,1,Month-to-month,2,Fiber optic,1,Electronic check
3793,2013-SGDXK,Female,0,No,No,1,Yes,No,2,No,Yes,No,No,Yes,No,1,No,1,84.3,84.3,Yes,1,Month-to-month,2,Fiber optic,1,Electronic check
3794,2018-PZKMU,Male,0,Yes,Yes,9,Yes,No,2,No,No,Yes,Yes,Yes,Yes,1,No,1,103.1,970.45,No,1,Month-to-month,2,Fiber optic,1,Electronic check
3795,2018-QKYGT,Male,0,Yes,Yes,1,Yes,No,2,No,No,No,No,No,Yes,1,Yes,1,81.05,81.05,No,1,Month-to-month,2,Fiber optic,1,Electronic check
3796,2024-BASKD,Female,0,No,No,1,Yes,No,2,No,No,Yes,No,No,No,1,Yes,2,74.6,74.6,Yes,1,Month-to-month,2,Fiber optic,2,Mailed check
3797,2025-JKFWI,Male,0,No,No,13,Yes,Yes,2,No,No,No,Yes,Yes,Yes,1,Yes,2,99.0,1301.7,Yes,1,Month-to-month,2,Fiber optic,2,Mailed check
3798,2026-TGDHM,Female,0,No,No,7,Yes,No,2,No,No,No,No,No,Yes,1,Yes,1,79.3,523.15,Yes,1,Month-to-month,2,Fiber optic,1,Electronic check
3799,2027-CWDNU,Male,0,Yes,Yes,18,Yes,No,2,No,No,No,Yes,No,Yes,1,Yes,1,85.6,1601.5,No,1,Month-to-month,2,Fiber optic,1,Electronic check
3800,2027-FECZV,Male,0,No,No,12,Yes,Yes,2,No,Yes,Yes,No,Yes,Yes,1,Yes,1,106.7,1253.9,Yes,1,Month-to-month,2,Fiber optic,1,Electronic check
3801,2027-WKXMW,Female,0,Yes,No,63,Yes,Yes,2,No,Yes,Yes,Yes,Yes,Yes,1,Yes,1,108.75,6871.7,No,1,Month-to-month,2,Fiber optic,1,Electronic check
3802,2034-CGRHZ,Male,1,No,No,24,Yes,Yes,2,No,Yes,Yes,No,Yes,Yes,1,Yes,4,102.95,2496.7,Yes,1,Month-to-month,2,Fiber optic,4,Credit card (automatic)
3803,2034-GDRCN,Female,0,No,No,2,Yes,No,2,No,No,No,No,Yes,Yes,1,Yes,1,90.4,168.2,Yes,1,Month-to-month,2,Fiber optic,1,Electronic check
3804,2037-SGXHH,Male,0,Yes,Yes,38,Yes,Yes,2,No,Yes,Yes,No,Yes,No,1,Yes,1,94.65,3624.3,Yes,1,Month-to-month,2,Fiber optic,1,Electronic check
3805,2038-LLMLM,Female,0,No,No,48,Yes,Yes,2,No,No,Yes,Yes,Yes,Yes,1,Yes,1,103.85,4946.05,No,1,Month-to-month,2,Fiber optic,1,Electronic check
3806,2038-OEQZH,Male,0,No,No,4,Yes,No,2,No,No,Yes,No,No,Yes,1,No,1,86.05,308.1,No,1,Month-to-month,2,Fiber optic,1,Electronic check
3807,2040-VZIKE,Female,0,Yes,No,49,Yes,Yes,2,Yes,No,No,No,Yes,Yes,1,Yes,2,100.85,4847.35,No,1,Month-to-month,2,Fiber optic,2,Mailed check
3808,2055-PDADH,Female,1,No,No,3,Yes,No,2,No,No,No,No,No,No,1,Yes,1,70.4,204.7,Yes,1,Month-to-month,2,Fiber optic,1,Electronic check
3809,2057-ZBLPD,Female,0,Yes,No,21,Yes,Yes,2,No,No,No,No,No,Yes,1,Yes,1,86.5,1808.7,Yes,1,Month-to-month,2,Fiber optic,1,Electronic check
3810,2058-DCJBE,Male,0,No,No,5,Yes,No,2,No,No,No,No,No,No,1,Yes,1,69.75,324.6,Yes,1,Month-to-month,2,Fiber optic,1,Electronic check
3811,2067-QYTCF,Female,0,Yes,No,64,Yes,Yes,2,No,Yes,Yes,Yes,Yes,Yes,1,Yes,1,111.15,6953.4,No,1,Month-to-month,2,Fiber optic,1,Electronic check
3812,2070-FNEXE,Female,1,No,No,7,Yes,No,2,Yes,No,No,No,No,No,1,No,3,76.45,503.6,Yes,1,Month-to-month,2,Fiber optic,3,Bank transfer (automatic)
3813,2070-XYMFH,Female,1,No,No,23,Yes,Yes,2,No,No,Yes,No,No,No,1,Yes,2,79.35,1835.3,No,1,Month-to-month,2,Fiber optic,2,Mailed check
3814,2074-GKOWZ,Male,0,Yes,Yes,2,Yes,No,2,No,No,No,No,Yes,Yes,1,Yes,3,89.55,185.55,Yes,1,Month-to-month,2,Fiber optic,3,Bank transfer (automatic)
3815,2074-GUHPQ,Female,0,No,Yes,17,Yes,Yes,2,No,Yes,Yes,Yes,No,No,1,Yes,4,92.7,1556.85,No,1,Month-to-month,2,Fiber optic,4,Credit card (automatic)
3816,2077-MPJQO,Male,1,Yes,No,7,Yes,Yes,2,No,No,No,No,No,No,1,Yes,1,75.4,533.05,No,1,Month-to-month,2,Fiber optic,1,Electronic check
3817,2079-FBMZK,Female,0,No,No,6,Yes,No,2,No,No,No,No,No,No,1,Yes,2,69.25,418.4,Yes,1,Month-to-month,2,Fiber optic,2,Mailed check
3818,2080-CAZNM,Female,1,No,No,41,Yes,Yes,2,No,Yes,Yes,No,Yes,Yes,1,Yes,1,104.4,4133.95,No,1,Month-to-month,2,Fiber optic,1,Electronic check
3819,2080-GKCWQ,Male,0,No,No,2,Yes,No,2,No,Yes,No,No,No,No,1,No,1,74.95,151.75,No,1,Month-to-month,2,Fiber optic,1,Electronic check
3820,2081-VEYEH,Male,0,No,No,3,Yes,No,2,No,Yes,Yes,Yes,Yes,Yes,1,Yes,1,107.95,318.6,No,1,Month-to-month,2,Fiber optic,1,Electronic check
3821,2082-OJVTK,Male,0,Yes,Yes,29,Yes,Yes,2,No,No,Yes,No,No,Yes,1,Yes,1,89.2,2698.35,Yes,1,Month-to-month,2,Fiber optic,1,Electronic check
3822,2091-RFFBA,Female,1,No,No,31,Yes,Yes,2,No,No,No,No,No,No,1,Yes,1,73.9,2217.15,Yes,1,Month-to-month,2,Fiber optic,1,Electronic check
3823,2101-RANCD,Female,0,No,No,55,Yes,Yes,2,No,No,No,No,No,No,1,Yes,1,73.1,4144.9,No,1,Month-to-month,2,Fiber optic,1,Electronic check
3824,2105-PHWON,Female,0,Yes,No,33,Yes,Yes,2,No,No,Yes,Yes,No,Yes,1,Yes,4,95.0,3008.15,No,1,Month-to-month,2,Fiber optic,4,Credit card (automatic)
3825,2107-FBPTK,Female,1,No,No,30,Yes,Yes,2,No,Yes,Yes,No,Yes,Yes,1,Yes,1,104.1,3121.1,No,1,Month-to-month,2,Fiber optic,1,Electronic check
3826,2114-MGINA,Female,0,No,No,14,Yes,No,2,No,No,No,No,Yes,Yes,1,Yes,2,89.8,1129.1,Yes,1,Month-to-month,2,Fiber optic,2,Mailed check
3827,2115-BFTIW,Male,0,No,No,25,Yes,No,2,No,No,No,No,No,No,1,No,2,70.95,1767.35,Yes,1,Month-to-month,2,Fiber optic,2,Mailed check
3828,2122-YWVYA,Female,0,No,No,18,Yes,No,2,Yes,No,No,No,No,No,1,Yes,1,75.4,1380.4,No,1,Month-to-month,2,Fiber optic,1,Electronic check
3829,2123-AGEEN,Female,1,No,No,7,Yes,No,2,No,No,Yes,No,Yes,No,1,Yes,1,84.35,609.65,No,1,Month-to-month,2,Fiber optic,1,Electronic check
3830,2133-TSRRM,Female,0,No,Yes,34,Yes,No,2,Yes,Yes,Yes,No,Yes,Yes,1,Yes,3,105.35,3688.6,No,1,Month-to-month,2,Fiber optic,3,Bank transfer (automatic)
3831,2135-DQWAQ,Female,0,No,No,5,Yes,No,2,No,Yes,No,No,Yes,No,1,Yes,2,85.3,420.45,No,1,Month-to-month,2,Fiber optic,2,Mailed check
3832,2139-FQHLM,Male,0,No,No,19,Yes,No,2,No,No,Yes,Yes,Yes,No,1,No,2,89.95,1682.4,No,1,Month-to-month,2,Fiber optic,2,Mailed check
3833,2144-BFDSO,Female,1,Yes,No,50,Yes,Yes,2,Yes,Yes,Yes,No,Yes,Yes,1,No,3,108.75,5431.9,No,1,Month-to-month,2,Fiber optic,3,Bank transfer (automatic)
3834,2154-KVJFF,Female,0,No,No,15,Yes,Yes,2,No,Yes,No,No,No,No,1,Yes,1,79.75,1111.85,Yes,1,Month-to-month,2,Fiber optic,1,Electronic check
3835,2178-PMGCJ,Male,0,No,No,22,Yes,No,2,No,No,No,No,No,No,1,Yes,2,69.7,1490.4,No,1,Month-to-month,2,Fiber optic,2,Mailed check
3836,2180-DXNEG,Female,0,No,No,12,Yes,No,2,No,No,Yes,No,Yes,Yes,1,Yes,1,96.0,1062.1,Yes,1,Month-to-month,2,Fiber optic,1,Electronic check
3837,2187-PKZAY,Male,0,No,No,12,Yes,No,2,No,No,No,No,No,Yes,1,Yes,3,79.95,1043.4,No,1,Month-to-month,2,Fiber optic,3,Bank transfer (automatic)
3838,2189-WWOEW,Female,0,No,Yes,15,Yes,No,2,No,Yes,No,No,No,Yes,1,Yes,3,85.9,1269.55,Yes,1,Month-to-month,2,Fiber optic,3,Bank transfer (automatic)
3839,2190-BCXEC,Female,0,Yes,No,40,Yes,Yes,2,No,No,No,Yes,No,No,1,Yes,4,78.85,3126.85,No,1,Month-to-month,2,Fiber optic,4,Credit card (automatic)
3840,2195-ZRVAX,Female,0,Yes,No,47,Yes,No,2,No,No,Yes,No,No,Yes,1,Yes,1,85.3,4045.65,Yes,1,Month-to-month,2,Fiber optic,1,Electronic check
3841,2202-CUYXZ,Male,0,No,No,1,Yes,No,2,No,No,Yes,No,Yes,No,1,Yes,1,84.85,84.85,Yes,1,Month-to-month,2,Fiber optic,1,Electronic check
3842,2203-GHNWN,Female,0,Yes,No,24,Yes,Yes,2,No,No,Yes,No,No,No,1,Yes,2,79.65,1928.7,No,1,Month-to-month,2,Fiber optic,2,Mailed check
3843,2205-YMZZJ,Male,1,No,No,7,Yes,Yes,2,No,No,No,No,Yes,No,1,Yes,1,84.8,546.95,Yes,1,Month-to-month,2,Fiber optic,1,Electronic check
3844,2207-QPJED,Female,1,Yes,No,37,Yes,No,2,No,No,Yes,Yes,Yes,No,1,No,1,90.0,3371.75,No,1,Month-to-month,2,Fiber optic,1,Electronic check
3845,2208-NQBCT,Female,0,Yes,Yes,26,Yes,No,2,Yes,Yes,No,No,No,No,1,No,1,81.95,2070.05,No,1,Month-to-month,2,Fiber optic,1,Electronic check
3846,2208-UGTGR,Male,0,No,No,56,Yes,Yes,2,No,Yes,No,No,Yes,Yes,1,No,1,98.6,5581.05,No,1,Month-to-month,2,Fiber optic,1,Electronic check
3847,2215-ZAFGX,Male,0,No,No,9,Yes,Yes,2,No,No,No,No,Yes,No,1,Yes,1,85.5,791.7,No,1,Month-to-month,2,Fiber optic,1,Electronic check
3848,2227-JRSJX,Female,0,No,No,21,Yes,No,2,No,Yes,No,Yes,Yes,Yes,1,Yes,3,99.15,1956.4,No,1,Month-to-month,2,Fiber optic,3,Bank transfer (automatic)
3849,2240-HSJQD,Male,0,No,Yes,38,Yes,Yes,2,No,Yes,No,No,No,No,1,Yes,2,81.85,3141.7,No,1,Month-to-month,2,Fiber optic,2,Mailed check
3850,2249-YPRNG,Female,0,Yes,Yes,20,Yes,Yes,2,No,Yes,Yes,No,Yes,Yes,1,Yes,3,105.85,2239.65,Yes,1,Month-to-month,2,Fiber optic,3,Bank transfer (automatic)
3851,2250-IVBWA,Male,0,Yes,Yes,64,Yes,No,2,Yes,Yes,No,No,No,No,1,No,1,81.05,5135.35,No,1,Month-to-month,2,Fiber optic,1,Electronic check
3852,2254-DLXRI,Female,0,No,No,1,Yes,Yes,2,No,Yes,No,No,No,No,1,Yes,2,79.15,79.15,No,1,Month-to-month,2,Fiber optic,2,Mailed check
3853,2260-USTRB,Female,1,No,No,2,Yes,No,2,No,No,No,No,No,No,1,Yes,3,70.2,115.95,Yes,1,Month-to-month,2,Fiber optic,3,Bank transfer (automatic)
3854,2262-SLNVK,Female,0,No,No,1,Yes,No,2,No,No,No,No,No,No,1,No,1,70.1,70.1,No,1,Month-to-month,2,Fiber optic,1,Electronic check
3855,2265-CYWIV,Female,1,Yes,No,4,Yes,Yes,2,Yes,No,No,No,Yes,Yes,1,Yes,1,99.6,347.65,Yes,1,Month-to-month,2,Fiber optic,1,Electronic check
3856,2267-FPIMA,Male,0,Yes,No,50,Yes,Yes,2,Yes,Yes,No,No,No,Yes,1,Yes,4,94.4,4914.9,No,1,Month-to-month,2,Fiber optic,4,Credit card (automatic)
3857,2267-WTPYD,Female,1,Yes,No,57,Yes,Yes,2,No,Yes,Yes,No,No,Yes,1,No,4,94.0,5438.95,No,1,Month-to-month,2,Fiber optic,4,Credit card (automatic)
3858,2270-CHBFN,Female,0,Yes,No,44,Yes,Yes,2,Yes,Yes,Yes,Yes,No,No,1,Yes,4,95.1,4060.55,No,1,Month-to-month,2,Fiber optic,4,Credit card (automatic)
3859,2272-QAGFO,Female,1,No,No,14,Yes,Yes,2,No,No,No,No,No,No,1,Yes,1,74.3,1096.25,Yes,1,Month-to-month,2,Fiber optic,1,Electronic check
3860,2276-YDAVZ,Female,0,No,No,3,Yes,Yes,2,No,No,No,No,No,No,1,Yes,4,75.1,270.7,Yes,1,Month-to-month,2,Fiber optic,4,Credit card (automatic)
3861,2277-DJJDL,Male,1,Yes,No,60,Yes,Yes,2,No,No,No,Yes,Yes,Yes,1,Yes,1,99.0,6017.9,No,1,Month-to-month,2,Fiber optic,1,Electronic check
3862,2279-AXJJK,Male,0,Yes,No,52,Yes,Yes,2,No,Yes,No,Yes,No,Yes,1,Yes,4,95.65,5088.4,No,1,Month-to-month,2,Fiber optic,4,Credit card (automatic)
3863,2302-ANTDP,Female,1,Yes,No,48,Yes,Yes,2,Yes,Yes,Yes,Yes,Yes,Yes,1,No,1,117.45,5438.9,Yes,1,Month-to-month,2,Fiber optic,1,Electronic check
3864,2305-MRGLV,Male,0,Yes,No,28,Yes,No,2,No,No,No,Yes,No,No,1,No,3,76.55,2065.4,No,1,Month-to-month,2,Fiber optic,3,Bank transfer (automatic)
3865,2311-QYMUQ,Female,0,Yes,Yes,16,Yes,No,2,No,Yes,Yes,No,Yes,No,1,Yes,4,89.45,1430.25,Yes,1,Month-to-month,2,Fiber optic,4,Credit card (automatic)
3866,2322-VCZHZ,Male,1,Yes,No,23,Yes,No,2,Yes,Yes,No,No,No,Yes,1,Yes,1,90.0,2024.1,No,1,Month-to-month,2,Fiber optic,1,Electronic check
3867,2325-NBPZG,Female,0,No,No,3,Yes,No,2,Yes,No,No,No,No,No,1,Yes,1,74.55,233.65,No,1,Month-to-month,2,Fiber optic,1,Electronic check
3868,2344-JMOGN,Male,0,Yes,No,9,Yes,No,2,No,Yes,Yes,Yes,Yes,No,1,Yes,2,94.85,890.6,Yes,1,Month-to-month,2,Fiber optic,2,Mailed check
3869,2347-WKKAE,Male,0,Yes,No,42,Yes,Yes,2,Yes,No,Yes,No,No,Yes,1,Yes,1,94.4,4014.6,No,1,Month-to-month,2,Fiber optic,1,Electronic check
3870,2357-COQEK,Female,1,No,No,28,Yes,Yes,2,No,No,Yes,Yes,Yes,Yes,1,Yes,1,103.3,2890.65,Yes,1,Month-to-month,2,Fiber optic,1,Electronic check
3871,2359-KLTEK,Female,0,Yes,Yes,41,Yes,No,2,No,No,Yes,No,Yes,Yes,1,Yes,3,94.9,3848,No,1,Month-to-month,2,Fiber optic,3,Bank transfer (automatic)
3872,2359-KMGLI,Male,0,No,No,24,Yes,Yes,2,No,Yes,No,No,No,No,1,Yes,1,80.25,1861.5,Yes,1,Month-to-month,2,Fiber optic,1,Electronic check
3873,2360-RDGRO,Male,0,Yes,No,65,Yes,Yes,2,Yes,No,Yes,No,Yes,Yes,1,Yes,1,104.25,6812.95,No,1,Month-to-month,2,Fiber optic,1,Electronic check
3874,2362-IBOOY,Male,0,No,No,36,Yes,Yes,2,No,No,No,No,No,Yes,1,Yes,1,84.75,3050.15,Yes,1,Month-to-month,2,Fiber optic,1,Electronic check
3875,2369-UAPKZ,Male,0,No,No,5,Yes,Yes,2,No,Yes,Yes,No,Yes,Yes,1,No,2,104.1,541.9,Yes,1,Month-to-month,2,Fiber optic,2,Mailed check
3876,2371-JQHZZ,Male,0,Yes,No,24,Yes,Yes,2,No,No,No,No,Yes,Yes,1,Yes,1,93.0,2248.05,No,1,Month-to-month,2,Fiber optic,1,Electronic check
3877,2378-HTWFW,Male,1,No,No,35,Yes,Yes,2,Yes,No,No,No,No,Yes,1,No,4,91.0,3180.5,No,1,Month-to-month,2,Fiber optic,4,Credit card (automatic)
3878,2378-VTKDH,Male,1,Yes,No,65,Yes,Yes,2,No,Yes,Yes,No,Yes,Yes,1,Yes,1,104.35,6578.55,No,1,Month-to-month,2,Fiber optic,1,Electronic check
3879,2379-ENZGV,Male,0,No,No,6,Yes,No,2,No,Yes,No,No,Yes,No,1,Yes,1,84.85,523.5,Yes,1,Month-to-month,2,Fiber optic,1,Electronic check
3880,2386-OWURY,Female,0,No,No,58,Yes,No,2,No,No,No,Yes,Yes,Yes,1,Yes,1,95.3,5817.7,No,1,Month-to-month,2,Fiber optic,1,Electronic check
3881,2397-BRLOM,Male,1,Yes,Yes,8,Yes,No,2,No,No,No,No,Yes,No,1,Yes,4,80.45,583.45,Yes,1,Month-to-month,2,Fiber optic,4,Credit card (automatic)
3882,2398-YPMUR,Female,1,Yes,No,13,Yes,No,2,No,No,No,No,No,No,1,Yes,1,70.15,916.75,Yes,1,Month-to-month,2,Fiber optic,1,Electronic check
3883,2424-WVHPL,Male,1,No,No,1,Yes,No,2,No,No,No,Yes,No,No,1,No,1,74.7,74.7,No,1,Month-to-month,2,Fiber optic,1,Electronic check
3884,2430-USGXP,Male,0,Yes,No,24,Yes,Yes,2,No,No,Yes,No,Yes,Yes,1,Yes,1,101.05,2391.8,Yes,1,Month-to-month,2,Fiber optic,1,Electronic check
3885,2439-LYPMQ,Male,1,Yes,No,38,Yes,Yes,2,No,Yes,Yes,No,Yes,Yes,1,Yes,1,102.6,4009.2,No,1,Month-to-month,2,Fiber optic,1,Electronic check
3886,2446-BEGGB,Female,1,No,No,6,Yes,Yes,2,No,Yes,No,No,Yes,Yes,1,Yes,1,98.25,560.6,Yes,1,Month-to-month,2,Fiber optic,1,Electronic check
3887,2446-PLQVO,Male,0,No,No,1,Yes,No,2,No,No,No,No,No,No,1,Yes,1,70.3,70.3,Yes,1,Month-to-month,2,Fiber optic,1,Electronic check
3888,2452-KDRRH,Male,1,No,No,67,Yes,Yes,2,No,No,Yes,No,Yes,Yes,1,Yes,4,101.4,6841.05,No,1,Month-to-month,2,Fiber optic,4,Credit card (automatic)
3889,2452-SNHFZ,Female,0,No,No,47,Yes,No,2,Yes,No,No,No,No,No,1,No,4,75.45,3545.1,No,1,Month-to-month,2,Fiber optic,4,Credit card (automatic)
3890,2454-RPBRZ,Female,1,Yes,No,12,Yes,Yes,2,No,Yes,Yes,No,Yes,No,1,Yes,1,98.1,1060.2,Yes,1,Month-to-month,2,Fiber optic,1,Electronic check
3891,2455-USLMV,Female,0,No,No,31,Yes,Yes,2,Yes,No,Yes,No,No,No,1,Yes,4,84.75,2613.4,No,1,Month-to-month,2,Fiber optic,4,Credit card (automatic)
3892,2460-NGXBJ,Male,1,Yes,Yes,11,Yes,Yes,2,No,No,No,No,No,No,1,Yes,4,75.2,775.3,No,1,Month-to-month,2,Fiber optic,4,Credit card (automatic)
3893,2462-XIIJB,Male,0,No,No,5,Yes,Yes,2,No,No,Yes,No,Yes,No,1,Yes,1,92.5,452.7,Yes,1,Month-to-month,2,Fiber optic,1,Electronic check
3894,2468-SJFLM,Male,0,No,No,1,Yes,No,2,No,No,No,Yes,No,No,1,Yes,2,74.3,74.3,No,1,Month-to-month,2,Fiber optic,2,Mailed check
3895,2472-OVKUP,Male,0,Yes,No,6,Yes,No,2,No,Yes,Yes,No,No,Yes,1,Yes,1,91.0,531,Yes,1,Month-to-month,2,Fiber optic,1,Electronic check
3896,2474-BRUCM,Male,1,Yes,No,40,Yes,Yes,2,Yes,No,No,No,Yes,Yes,1,No,1,101.85,4086.3,Yes,1,Month-to-month,2,Fiber optic,1,Electronic check
3897,2475-MROZF,Male,0,No,No,30,Yes,Yes,2,Yes,Yes,Yes,Yes,No,No,1,Yes,4,95.0,2852.4,No,1,Month-to-month,2,Fiber optic,4,Credit card (automatic)
3898,2476-YGEFM,Female,0,No,No,29,Yes,Yes,2,No,No,No,No,No,No,1,Yes,4,76.0,2215.25,No,1,Month-to-month,2,Fiber optic,4,Credit card (automatic)
3899,2479-BRAMR,Male,1,Yes,No,41,Yes,Yes,2,Yes,No,Yes,No,No,No,1,Yes,3,83.75,3273.55,Yes,1,Month-to-month,2,Fiber optic,3,Bank transfer (automatic)
3900,2482-CZGBB,Male,0,No,No,10,Yes,No,2,No,No,No,No,No,No,1,Yes,1,70.0,740,Yes,1,Month-to-month,2,Fiber optic,1,Electronic check
3901,2495-KZNFB,Female,0,No,No,33,Yes,Yes,2,Yes,No,No,No,No,Yes,1,Yes,1,90.65,2989.6,No,1,Month-to-month,2,Fiber optic,1,Electronic check
3902,2501-XWWTZ,Male,0,No,No,11,Yes,No,2,No,No,No,No,No,No,1,No,1,70.2,760.05,No,1,Month-to-month,2,Fiber optic,1,Electronic check
3903,2504-DSHIH,Male,1,Yes,No,23,Yes,Yes,2,No,No,No,No,No,Yes,1,No,1,86.8,1975.85,No,1,Month-to-month,2,Fiber optic,1,Electronic check
3904,2506-CLAKW,Female,0,No,No,6,Yes,No,2,Yes,Yes,Yes,Yes,No,Yes,1,Yes,3,98.15,567.45,Yes,1,Month-to-month,2,Fiber optic,3,Bank transfer (automatic)
3905,2506-TNFCO,Female,1,Yes,No,1,Yes,No,2,No,No,No,No,No,No,1,Yes,1,69.55,69.55,Yes,1,Month-to-month,2,Fiber optic,1,Electronic check
