year,country,measure,measurement
1980,France,fertility,1.866
1985,France,fertility,1.8050000000000002
1990,France,fertility,1.713
1995,France,fertility,1.7624
2000,France,fertility,1.8833000000000002
2005,France,fertility,1.8916
1955,Georgia,fertility,2.909
1960,Georgia,fertility,2.979
1965,Georgia,fertility,2.6109999999999998
1970,Georgia,fertility,2.601
1975,Georgia,fertility,2.39
1980,Georgia,fertility,2.269
1985,Georgia,fertility,2.263
1990,Georgia,fertility,1.9500000000000002
1995,Georgia,fertility,1.58
2000,Georgia,fertility,1.478
2005,Georgia,fertility,1.407
1955,Germany,fertility,2.3
1960,Germany,fertility,2.49
1965,Germany,fertility,2.32
1970,Germany,fertility,1.6400000000000001
1975,Germany,fertility,1.52
1980,Germany,fertility,1.46
1985,Germany,fertility,1.43
1990,Germany,fertility,1.31
1995,Germany,fertility,1.34
2000,Germany,fertility,1.346
2005,Germany,fertility,1.3599999999999999
1955,Greece,fertility,2.27
1960,Greece,fertility,2.2
1965,Greece,fertility,2.38
1970,Greece,fertility,2.32
1975,Greece,fertility,2.32
1980,Greece,fertility,1.96
1985,Greece,fertility,1.53
1990,Greece,fertility,1.37
1995,Greece,fertility,1.296
2000,Greece,fertility,1.2770000000000001
2005,Greece,fertility,1.325
1955,Grenada,fertility,6.7
1960,Grenada,fertility,6.4
1965,Grenada,fertility,4.8
1970,Grenada,fertility,4.6
1975,Grenada,fertility,4.3
1980,Grenada,fertility,4.23
1985,Grenada,fertility,4.14
1990,Grenada,fertility,3.26
1995,Grenada,fertility,2.814
2000,Grenada,fertility,2.429
2005,Grenada,fertility,2.302
1955,Haiti,fertility,6.3
1960,Haiti,fertility,6.3
1965,Haiti,fertility,6.0
1970,Haiti,fertility,5.6005
1975,Haiti,fertility,5.8
1980,Haiti,fertility,6.2099
1985,Haiti,fertility,5.69985
1990,Haiti,fertility,5.14985
1995,Haiti,fertility,4.61995
2000,Haiti,fertility,4.0
2005,Haiti,fertility,3.5445
1955,Hong Kong,fertility,4.72
1960,Hong Kong,fertility,5.31
1965,Hong Kong,fertility,4.02
1970,Hong Kong,fertility,2.89
1975,Hong Kong,fertility,2.32
1980,Hong Kong,fertility,1.8
1985,Hong Kong,fertility,1.31
1990,Hong Kong,fertility,1.288
1995,Hong Kong,fertility,1.08
2000,Hong Kong,fertility,0.9400000000000001
2005,Hong Kong,fertility,0.966
1955,Iceland,fertility,4.023
1960,Iceland,fertility,3.943
1965,Iceland,fertility,3.154
1970,Iceland,fertility,2.843
1975,Iceland,fertility,2.287
1980,Iceland,fertility,2.248
1985,Iceland,fertility,2.116
1990,Iceland,fertility,2.194
1995,Iceland,fertility,2.056
2000,Iceland,fertility,1.9929999999999999
2005,Iceland,fertility,2.052
1955,India,fertility,5.8961
1960,India,fertility,5.8216
1965,India,fertility,5.6058
1970,India,fertility,5.264
1975,India,fertility,4.8888
1980,India,fertility,4.4975
1985,India,fertility,4.15
1990,India,fertility,3.8648
1995,India,fertility,3.4551
2000,India,fertility,3.1132
2005,India,fertility,2.8073
1955,Indonesia,fertility,5.672
1960,Indonesia,fertility,5.62
1965,Indonesia,fertility,5.568
1970,Indonesia,fertility,5.3
1975,Indonesia,fertility,4.73
1980,Indonesia,fertility,4.109
1985,Indonesia,fertility,3.4
1990,Indonesia,fertility,2.9
1995,Indonesia,fertility,2.55
2000,Indonesia,fertility,2.3761
2005,Indonesia,fertility,2.182
1955,Iran,fertility,7.0
1960,Iran,fertility,7.0
1965,Iran,fertility,6.8
1970,Iran,fertility,6.4
1975,Iran,fertility,6.5
1980,Iran,fertility,6.63
1985,Iran,fertility,5.62
1990,Iran,fertility,4.328
1995,Iran,fertility,2.534
2000,Iran,fertility,2.124
2005,Iran,fertility,2.04
1955,Iraq,fertility,7.3
1960,Iraq,fertility,7.25
1965,Iraq,fertility,7.2
1970,Iraq,fertility,7.15
1975,Iraq,fertility,6.8
1980,Iraq,fertility,6.35
1985,Iraq,fertility,6.15
1990,Iraq,fertility,5.7
1995,Iraq,fertility,5.37
2000,Iraq,fertility,4.858
2005,Iraq,fertility,4.264
1955,Ireland,fertility,3.68
1960,Ireland,fertility,3.979
1965,Ireland,fertility,3.873
1970,Ireland,fertility,3.815
1975,Ireland,fertility,3.478
1980,Ireland,fertility,2.877
1985,Ireland,fertility,2.287
1990,Ireland,fertility,1.9689999999999999
1995,Ireland,fertility,1.9
2000,Ireland,fertility,1.9689999999999999
2005,Ireland,fertility,1.964
1955,Israel,fertility,3.893
1960,Israel,fertility,3.852
1965,Israel,fertility,3.79
1970,Israel,fertility,3.77
1975,Israel,fertility,3.409
1980,Israel,fertility,3.125
1985,Israel,fertility,3.051
1990,Israel,fertility,2.933
1995,Israel,fertility,2.942
2000,Israel,fertility,2.906
2005,Israel,fertility,2.75
1955,Italy,fertility,2.35
1960,Italy,fertility,2.498
1965,Italy,fertility,2.493
1970,Italy,fertility,2.325
1975,Italy,fertility,1.889
1980,Italy,fertility,1.53
1985,Italy,fertility,1.349
1990,Italy,fertility,1.275
1995,Italy,fertility,1.213
2000,Italy,fertility,1.286
2005,Italy,fertility,1.379
1955,Jamaica,fertility,5.08
1960,Jamaica,fertility,5.64
1965,Jamaica,fertility,5.78
1970,Jamaica,fertility,5.0
1975,Jamaica,fertility,4.0
1980,Jamaica,fertility,3.55
1985,Jamaica,fertility,3.1
1990,Jamaica,fertility,2.84
1995,Jamaica,fertility,2.67
2000,Jamaica,fertility,2.628
2005,Jamaica,fertility,2.4289
1955,Japan,fertility,2.08
1960,Japan,fertility,2.02
1965,Japan,fertility,2.0
1970,Japan,fertility,2.07
1975,Japan,fertility,1.81
1980,Japan,fertility,1.76
1985,Japan,fertility,1.6600000000000001
1990,Japan,fertility,1.49
1995,Japan,fertility,1.3900000000000001
2000,Japan,fertility,1.291
2005,Japan,fertility,1.27
1955,Kenya,fertility,7.816
1960,Kenya,fertility,8.12
1965,Kenya,fertility,8.12
1970,Kenya,fertility,8.0
1975,Kenya,fertility,7.6
1980,Kenya,fertility,7.2
1985,Kenya,fertility,6.5
1990,Kenya,fertility,5.4
1995,Kenya,fertility,5.0
2000,Kenya,fertility,5.0
2005,Kenya,fertility,4.959
1955,South Korea,fertility,3.8
1960,South Korea,fertility,3.41
1965,South Korea,fertility,4.09
1970,South Korea,fertility,3.7199999999999998
1975,South Korea,fertility,2.58
1980,South Korea,fertility,2.93
1985,South Korea,fertility,2.45
1990,South Korea,fertility,2.35
1995,South Korea,fertility,2.0938
2000,South Korea,fertility,1.9173
2005,South Korea,fertility,1.85
1955,North Korea,fertility,6.332
1960,North Korea,fertility,5.63
1965,North Korea,fertility,4.708
1970,North Korea,fertility,4.281
1975,North Korea,fertility,2.919
1980,North Korea,fertility,2.234
1985,North Korea,fertility,1.601
1990,North Korea,fertility,1.6960000000000002
1995,North Korea,fertility,1.514
2000,North Korea,fertility,1.242
2005,North Korea,fertility,1.21
1955,Lebanon,fertility,5.72
1960,Lebanon,fertility,5.689
1965,Lebanon,fertility,5.336
1970,Lebanon,fertility,4.78
1975,Lebanon,fertility,4.311
1980,Lebanon,fertility,3.895
1985,Lebanon,fertility,3.313
1990,Lebanon,fertility,3.0
1995,Lebanon,fertility,2.6950000000000003
2000,Lebanon,fertility,2.319
2005,Lebanon,fertility,2.209
1955,Mexico,fertility,6.8
1960,Mexico,fertility,6.7495
1965,Mexico,fertility,6.7495
1970,Mexico,fertility,6.5
1975,Mexico,fertility,5.2505
1980,Mexico,fertility,4.25
1985,Mexico,fertility,3.6295
1990,Mexico,fertility,3.1905
1995,Mexico,fertility,2.6705
2000,Mexico,fertility,2.4005
2005,Mexico,fertility,2.211
1955,Netherlands,fertility,3.095
1960,Netherlands,fertility,3.168
1965,Netherlands,fertility,2.797
1970,Netherlands,fertility,2.059
1975,Netherlands,fertility,1.596
1980,Netherlands,fertility,1.5150000000000001
1985,Netherlands,fertility,1.5550000000000002
1990,Netherlands,fertility,1.583
1995,Netherlands,fertility,1.6
2000,Netherlands,fertility,1.726
2005,Netherlands,fertility,1.721
1955,New Zealand,fertility,4.07
1960,New Zealand,fertility,4.022
1965,New Zealand,fertility,3.348
1970,New Zealand,fertility,2.843
1975,New Zealand,fertility,2.178
1980,New Zealand,fertility,1.963
1985,New Zealand,fertility,2.053
1990,New Zealand,fertility,2.061
1995,New Zealand,fertility,1.952
2000,New Zealand,fertility,1.964
2005,New Zealand,fertility,1.994
1955,Nigeria,fertility,6.9
1960,Nigeria,fertility,6.9
1965,Nigeria,fertility,6.9
1970,Nigeria,fertility,6.9
1975,Nigeria,fertility,6.9
1980,Nigeria,fertility,6.9
1985,Nigeria,fertility,6.834
1990,Nigeria,fertility,6.635
1995,Nigeria,fertility,6.246
2000,Nigeria,fertility,5.845
2005,Nigeria,fertility,5.322
1955,Norway,fertility,2.8369999999999997
1960,Norway,fertility,2.898
1965,Norway,fertility,2.719
1970,Norway,fertility,2.248
1975,Norway,fertility,1.81
1980,Norway,fertility,1.687
1985,Norway,fertility,1.8
1990,Norway,fertility,1.8860000000000001
1995,Norway,fertility,1.853
2000,Norway,fertility,1.8010000000000002
2005,Norway,fertility,1.8479999999999999
1955,Pakistan,fertility,6.6
1960,Pakistan,fertility,6.6
1965,Pakistan,fertility,6.6
1970,Pakistan,fertility,6.6
1975,Pakistan,fertility,6.6
1980,Pakistan,fertility,6.6
1985,Pakistan,fertility,6.66
1990,Pakistan,fertility,5.8
1995,Pakistan,fertility,4.9596
2000,Pakistan,fertility,3.9936
2005,Pakistan,fertility,3.5211
1955,Peru,fertility,6.853
1960,Peru,fertility,6.853
1965,Peru,fertility,6.5600000000000005
1970,Peru,fertility,6.0
1975,Peru,fertility,5.378
1980,Peru,fertility,4.65
1985,Peru,fertility,4.1
1990,Peru,fertility,3.7
1995,Peru,fertility,3.0995
2000,Peru,fertility,2.7005
2005,Peru,fertility,2.5065
1955,Philippines,fertility,7.13
1960,Philippines,fertility,6.85
1965,Philippines,fertility,6.5
1970,Philippines,fertility,6.0
1975,Philippines,fertility,5.5
1980,Philippines,fertility,4.95
1985,Philippines,fertility,4.55
1990,Philippines,fertility,4.143
1995,Philippines,fertility,3.7248
2000,Philippines,fertility,3.5436
2005,Philippines,fertility,3.2327
1955,Poland,fertility,3.29
1960,Poland,fertility,2.65
1965,Poland,fertility,2.27
1970,Poland,fertility,2.25
1975,Poland,fertility,2.26
1980,Poland,fertility,2.33
1985,Poland,fertility,2.15
1990,Poland,fertility,1.8900000000000001
1995,Poland,fertility,1.478
2000,Poland,fertility,1.251
2005,Poland,fertility,1.227
1955,Portugal,fertility,3.03
1960,Portugal,fertility,3.074
1965,Portugal,fertility,2.849
1970,Portugal,fertility,2.748
1975,Portugal,fertility,2.41
1980,Portugal,fertility,1.982
1985,Portugal,fertility,1.5939999999999999
1990,Portugal,fertility,1.516
1995,Portugal,fertility,1.475
2000,Portugal,fertility,1.454
2005,Portugal,fertility,1.455
1955,Rwanda,fertility,8.0
1960,Rwanda,fertility,8.1
1965,Rwanda,fertility,8.2
1970,Rwanda,fertility,8.29
1975,Rwanda,fertility,8.492
1980,Rwanda,fertility,8.5
1985,Rwanda,fertility,8.25
1990,Rwanda,fertility,6.9
1995,Rwanda,fertility,6.0993
2000,Rwanda,fertility,6.01
2005,Rwanda,fertility,5.9169
1955,Saudi Arabia,fertility,7.175
1960,Saudi Arabia,fertility,7.257
1965,Saudi Arabia,fertility,7.257
1970,Saudi Arabia,fertility,7.298
1975,Saudi Arabia,fertility,7.2780000000000005
1980,Saudi Arabia,fertility,7.015
1985,Saudi Arabia,fertility,6.217
1990,Saudi Arabia,fertility,5.446
1995,Saudi Arabia,fertility,4.621
2000,Saudi Arabia,fertility,3.81
2005,Saudi Arabia,fertility,3.352
1955,South Africa,fertility,6.5
1960,South Africa,fertility,6.3
1965,South Africa,fertility,5.7
1970,South Africa,fertility,5.47
1975,South Africa,fertility,5.0
1980,South Africa,fertility,4.556
1985,South Africa,fertility,3.85
1990,South Africa,fertility,3.343
1995,South Africa,fertility,2.954
2000,South Africa,fertility,2.802
2005,South Africa,fertility,2.637
1955,Spain,fertility,2.75
1960,Spain,fertility,2.89
1965,Spain,fertility,2.92
1970,Spain,fertility,2.86
1975,Spain,fertility,2.5700000000000003
1980,Spain,fertility,1.8900000000000001
1985,Spain,fertility,1.48
1990,Spain,fertility,1.27
1995,Spain,fertility,1.182
2000,Spain,fertility,1.287
2005,Spain,fertility,1.409
1955,Switzerland,fertility,2.34
1960,Switzerland,fertility,2.51
1965,Switzerland,fertility,2.27
1970,Switzerland,fertility,1.82
1975,Switzerland,fertility,1.53
1980,Switzerland,fertility,1.53
1985,Switzerland,fertility,1.53
1990,Switzerland,fertility,1.54
1995,Switzerland,fertility,1.47
2000,Switzerland,fertility,1.415
2005,Switzerland,fertility,1.42
1955,Turkey,fertility,6.6
1960,Turkey,fertility,6.19
1965,Turkey,fertility,5.7
1970,Turkey,fertility,5.3
1975,Turkey,fertility,4.715
1980,Turkey,fertility,4.15
1985,Turkey,fertility,3.276
1990,Turkey,fertility,2.904
1995,Turkey,fertility,2.574
2000,Turkey,fertility,2.23
2005,Turkey,fertility,2.143
1955,United Kingdom,fertility,2.49
1960,United Kingdom,fertility,2.81
1965,United Kingdom,fertility,2.52
1970,United Kingdom,fertility,2.04
1975,United Kingdom,fertility,1.72
1980,United Kingdom,fertility,1.8
1985,United Kingdom,fertility,1.81
1990,United Kingdom,fertility,1.78
1995,United Kingdom,fertility,1.7000000000000002
2000,United Kingdom,fertility,1.695
2005,United Kingdom,fertility,1.815
1955,United States,fertility,3.706
1960,United States,fertility,3.314
1965,United States,fertility,2.545
1970,United States,fertility,2.016
1975,United States,fertility,1.788
1980,United States,fertility,1.8250000000000002
1985,United States,fertility,1.924
1990,United States,fertility,2.025
1995,United States,fertility,1.994
2000,United States,fertility,2.038
2005,United States,fertility,2.054
1955,Venezuela,fertility,6.4585
1960,Venezuela,fertility,6.657
1965,Venezuela,fertility,5.9045000000000005
1970,Venezuela,fertility,4.941
1975,Venezuela,fertility,4.4685
1980,Venezuela,fertility,3.957
1985,Venezuela,fertility,3.6485000000000003
1990,Venezuela,fertility,3.25
1995,Venezuela,fertility,2.9415
2000,Venezuela,fertility,2.723
2005,Venezuela,fertility,2.547
